date_cases,college,cases,Party,State,Masks Required?,Initial Mask Requirement Date
2020-11-05,Terra State Community College,12.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,The College of Wooster,24.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,The University of Findlay,81.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Tiffin University,54.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,University of Akron,119.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,University of Cincinnati,854.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,University of Cincinnati-Blue Ash College,,Republican,Ohio,Entire State,7/23/2020
2020-11-05,University of Dayton,1455.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,University of Mount Union,79.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,University of Toledo,421.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Ursuline College,7.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Walsh University,44.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Wilmington College,10.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Wittenberg University,186.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Wright State University,76.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Wright State University-Lake Campus,1.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Xavier University,45.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Youngstown State University,43.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Cameron University,92.0,Republican,Oklahoma,Parts of State,
2020-11-05,East Central University,10.0,Republican,Oklahoma,Parts of State,
2020-11-05,Langston University,36.0,Republican,Oklahoma,Parts of State,
2020-11-05,Northeastern State University,110.0,Republican,Oklahoma,Parts of State,
2020-11-05,Northern Oklahoma College,118.0,Republican,Oklahoma,Parts of State,
2020-11-05,Northwestern Oklahoma State University,19.0,Republican,Oklahoma,Parts of State,
2020-11-05,Oklahoma Baptist University,,Republican,Oklahoma,Parts of State,
2020-11-05,Oklahoma Christian University,137.0,Republican,Oklahoma,Parts of State,
2020-11-05,Oklahoma City University,36.0,Republican,Oklahoma,Parts of State,
2020-11-05,Oklahoma Panhandle State University,71.0,Republican,Oklahoma,Parts of State,
2020-11-05,Oklahoma State University,1658.0,Republican,Oklahoma,Parts of State,
2020-11-05,Oklahoma State University Center for Health Sciences,40.0,Republican,Oklahoma,Parts of State,
2020-11-05,Oklahoma State University Institute of Technology,35.0,Republican,Oklahoma,Parts of State,
2020-11-05,Oklahoma State University-Oklahoma City,6.0,Republican,Oklahoma,Parts of State,
2020-11-05,Oral Roberts University,1.0,Republican,Oklahoma,Parts of State,
2020-11-05,Rogers State University,,Republican,Oklahoma,Parts of State,
2020-11-05,Rose State College,68.0,Republican,Oklahoma,Parts of State,
2020-11-05,Southeastern Oklahoma State University,114.0,Republican,Oklahoma,Parts of State,
2020-11-05,Southern Nazarene University,,Republican,Oklahoma,Parts of State,
2020-11-05,Southwestern Oklahoma State University,261.0,Republican,Oklahoma,Parts of State,
2020-11-05,University of Central Oklahoma,449.0,Republican,Oklahoma,Parts of State,
2020-11-05,University of Oklahoma,574.0,Republican,Oklahoma,Parts of State,
2020-11-05,University of Science and Arts of Oklahoma,12.0,Republican,Oklahoma,Parts of State,
2020-11-05,University of Tulsa,128.0,Republican,Oklahoma,Parts of State,
2020-11-05,Eastern Oregon University,17.0,Democratic,Oregon,Entire State,7/1/2020
2020-11-05,George Fox University,7.0,Democratic,Oregon,Entire State,7/1/2020
2020-11-05,Lane Community College,26.0,Democratic,Oregon,Entire State,7/1/2020
2020-11-05,Lewis & Clark College,3.0,Democratic,Oregon,Entire State,7/1/2020
2020-11-05,Linfield University,9.0,Democratic,Oregon,Entire State,7/1/2020
2020-11-05,Linfield University-School of Nursing,1.0,Democratic,Oregon,Entire State,7/1/2020
2020-11-05,Oregon Health & Science University,158.0,Democratic,Oregon,Entire State,7/1/2020
2020-11-05,Oregon Institute of Technology,11.0,Democratic,Oregon,Entire State,7/1/2020
2020-11-05,Oregon State University,146.0,Democratic,Oregon,Entire State,7/1/2020
2020-11-05,Oregon State University-Cascades,,Democratic,Oregon,Entire State,7/1/2020
2020-11-05,Pacific University,10.0,Democratic,Oregon,Entire State,7/1/2020
2020-11-05,Portland State University,5.0,Democratic,Oregon,Entire State,7/1/2020
2020-11-05,Reed College,14.0,Democratic,Oregon,Entire State,7/1/2020
2020-11-05,Southern Oregon University,10.0,Democratic,Oregon,Entire State,7/1/2020
2020-11-05,University of Oregon,539.0,Democratic,Oregon,Entire State,7/1/2020
2020-11-05,University of Portland,,Democratic,Oregon,Entire State,7/1/2020
2020-11-05,Western Oregon University,5.0,Democratic,Oregon,Entire State,7/1/2020
2020-11-05,Willamette University,10.0,Democratic,Oregon,Entire State,7/1/2020
2020-11-05,Albright College,7.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Allegheny College,29.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Alvernia University,2.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Arcadia University,1.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Bloomsburg University of Pennsylvania,369.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Bryn Athyn College,1.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Bryn Mawr College,8.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Bucknell University,29.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Cabrini University,14.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Cairn University,,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,California University of Pennsylvania,7.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Carnegie Mellon University,67.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Cedar Crest College,1.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Chatham University,47.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Chestnut Hill College,0.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Cheyney University of Pennsylvania,0.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Clarion University of Pennsylvania,2.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Clarks Summit University,1.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Community College of Allegheny County,31.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,DeSales University,8.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Delaware Valley University,18.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Dickinson College,0.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Drexel University,36.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Duquesne University,167.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,East Stroudsburg University,9.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Eastern University,21.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Edinboro University,6.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Elizabethtown College,15.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Franklin and Marshall College,17.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Gannon University,79.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Geneva College,6.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Gettysburg College,99.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Grove City College,33.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Gwynedd Mercy University,,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Haverford College,5.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Holy Family University,4.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Immaculata University,1.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Indiana University of Pennsylvania,312.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Juniata College,32.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Keystone College,0.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,King's College,16.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Kutztown University,346.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,La Roche University,2.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,La Salle University,18.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Lafayette College,26.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Lancaster Bible College,3.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Lebanon Valley College,1.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Lehigh University,262.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Lincoln University,,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Lock Haven University,90.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Lycoming College,11.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Mansfield University of Pennsylvania,14.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Marywood University,31.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Mercyhurst University,20.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Messiah University,43.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Millersville University of Pennsylvania,75.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Misericordia University,35.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Moravian College,28.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Mount Aloysius College,41.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Muhlenberg College,4.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Neumann University,4.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Penn State University,3883.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Penn State University Abington,5.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Penn State University Altoona,224.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Penn State University Beaver,2.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Penn State University Behrend,29.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Penn State University Berks,11.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Penn State University Brandywine,3.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Penn State University College of Medicine,19.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Penn State University Dickinson Law,0.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Penn State University DuBois,1.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Penn State University Fayette,3.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Penn State University Great Valley,0.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Penn State University Greater Allegheny,0.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Penn State University Harrisburg,21.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Penn State University Hazleton,2.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Penn State University Lehigh Valley,1.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Penn State University Mont Alto,4.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Penn State University New Kensington,3.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Penn State University Schuylkill,3.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Penn State University Scranton,14.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Penn State University Shenango,0.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Penn State University Wilkes-Barre,0.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Penn State University York,0.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Pennsylvania College of Technology,70.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Point Park University,26.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Robert Morris University,24.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Rosemont College,7.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Saint Francis University,30.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Saint Joseph's University,278.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Saint Vincent College,10.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Seton Hill University,59.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Shippensburg University of Pennsylvania,82.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Slippery Rock University of Pennsylvania,206.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Susquehanna University,14.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Swarthmore College,24.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Temple University,711.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Thiel College,39.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Thomas Jefferson University,140.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,University of Pennsylvania,660.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,University of Pittsburgh,398.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,University of Pittsburgh Johnstown,52.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,University of Pittsburgh at Bradford,25.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,University of Pittsburgh at Greensburg,7.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,University of Scranton,620.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,University of Valley Forge,2.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,University of the Sciences,24.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Ursinus College,21.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Villanova University,252.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Washington & Jefferson College,3.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Waynesburg University,18.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,West Chester University,100.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Westminster College,16.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Widener University,36.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Wilkes University,41.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Wilson College,,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,York College of Pennsylvania,40.0,Democratic,Pennsylvania,Entire State,4/17/2020
2020-11-05,Colegio Universitario de San Juan,,Republican,Puerto Rico,Entire State,4/10/2020
2020-11-05,Conservatory of Music of Puerto Rico,,Republican,Puerto Rico,Entire State,4/10/2020
2020-11-05,Escuela de Artes Plasticas y Diseno de Puerto Rico,,Republican,Puerto Rico,Entire State,4/10/2020
2020-11-05,University of Puerto Rico,11.0,Republican,Puerto Rico,Entire State,4/10/2020
2020-11-05,Brown University,43.0,Democratic,Rhode Island,Entire State,4/20/2020
2020-11-05,Bryant University,32.0,Democratic,Rhode Island,Entire State,4/20/2020
2020-11-05,Johnson & Wales University,73.0,Democratic,Rhode Island,Entire State,4/20/2020
2020-11-05,Providence College,268.0,Democratic,Rhode Island,Entire State,4/20/2020
2020-11-05,Rhode Island College,33.0,Democratic,Rhode Island,Entire State,4/20/2020
2020-11-05,Rhode Island School of Design,9.0,Democratic,Rhode Island,Entire State,4/20/2020
2020-11-05,Roger Williams University,72.0,Democratic,Rhode Island,Entire State,4/20/2020
2020-11-05,Salve Regina University,8.0,Democratic,Rhode Island,Entire State,4/20/2020
2020-11-05,University of Rhode Island,462.0,Democratic,Rhode Island,Entire State,4/20/2020
2020-11-05,Anderson University,38.0,Republican,South Carolina,Entire State (Most Indoor Public Places),
2020-11-05,Benedict College,6.0,Republican,South Carolina,Entire State (Most Indoor Public Places),
2020-11-05,Bob Jones University,34.0,Republican,South Carolina,Entire State (Most Indoor Public Places),
2020-11-05,Charleston Southern University,23.0,Republican,South Carolina,Entire State (Most Indoor Public Places),
2020-11-05,Claflin University,8.0,Republican,South Carolina,Entire State (Most Indoor Public Places),
2020-11-05,Clemson University,4831.0,Republican,South Carolina,Entire State (Most Indoor Public Places),
2020-11-05,Coastal Carolina University,327.0,Republican,South Carolina,Entire State (Most Indoor Public Places),
2020-11-05,Coker University,18.0,Republican,South Carolina,Entire State (Most Indoor Public Places),
2020-11-05,College of Charleston,451.0,Republican,South Carolina,Entire State (Most Indoor Public Places),
2020-11-05,Converse College,5.0,Republican,South Carolina,Entire State (Most Indoor Public Places),
2020-11-05,Erskine College,,Republican,South Carolina,Entire State (Most Indoor Public Places),
2020-11-05,Francis Marion University,56.0,Republican,South Carolina,Entire State (Most Indoor Public Places),
2020-11-05,Furman University,100.0,Republican,South Carolina,Entire State (Most Indoor Public Places),
2020-11-05,Greenville Technical College,211.0,Republican,South Carolina,Entire State (Most Indoor Public Places),
2020-11-05,Lander University,128.0,Republican,South Carolina,Entire State (Most Indoor Public Places),
2020-11-05,Limestone College,16.0,Republican,South Carolina,Entire State (Most Indoor Public Places),
2020-11-05,Medical University of South Carolina,249.0,Republican,South Carolina,Entire State (Most Indoor Public Places),
2020-11-05,Newberry College,23.0,Republican,South Carolina,Entire State (Most Indoor Public Places),
2020-11-05,North Greenville University,136.0,Republican,South Carolina,Entire State (Most Indoor Public Places),
2020-11-05,Presbyterian College,97.0,Republican,South Carolina,Entire State (Most Indoor Public Places),
2020-11-05,South Carolina State University,13.0,Republican,South Carolina,Entire State (Most Indoor Public Places),
2020-11-05,Southern Wesleyan University,6.0,Republican,South Carolina,Entire State (Most Indoor Public Places),
2020-11-05,The Citadel,133.0,Republican,South Carolina,Entire State (Most Indoor Public Places),
2020-11-05,University of South Carolina,2675.0,Republican,South Carolina,Entire State (Most Indoor Public Places),
2020-11-05,University of South Carolina Aiken,18.0,Republican,South Carolina,Entire State (Most Indoor Public Places),
2020-11-05,University of South Carolina Beaufort,69.0,Republican,South Carolina,Entire State (Most Indoor Public Places),
2020-11-05,University of South Carolina Upstate,138.0,Republican,South Carolina,Entire State (Most Indoor Public Places),
2020-11-05,Winthrop University,40.0,Republican,South Carolina,Entire State (Most Indoor Public Places),
2020-11-05,Wofford College,125.0,Republican,South Carolina,Entire State (Most Indoor Public Places),
2020-11-05,Augustana University,187.0,Republican,South Dakota,No,
2020-11-05,Black Hills State University,72.0,Republican,South Dakota,No,
2020-11-05,Dakota State University,25.0,Republican,South Dakota,No,
2020-11-05,Mount Marty College,21.0,Republican,South Dakota,No,
2020-11-05,Northern State University,45.0,Republican,South Dakota,No,
2020-11-05,Oglala Lakota College,0.0,Republican,South Dakota,No,
2020-11-05,Sinte Gleska University,,Republican,South Dakota,No,
2020-11-05,South Dakota School of Mines and Technology,41.0,Republican,South Dakota,No,
2020-11-05,South Dakota State University,91.0,Republican,South Dakota,No,
2020-11-05,University of Sioux Falls,31.0,Republican,South Dakota,No,
2020-11-05,University of South Dakota,249.0,Republican,South Dakota,No,
2020-11-05,Austin Peay State University,205.0,Republican,Tennessee,Parts of State,
2020-11-05,Belmont University,112.0,Republican,Tennessee,Parts of State,
2020-11-05,Bethel University,118.0,Republican,Tennessee,Parts of State,
2020-11-05,Carson-Newman University,167.0,Republican,Tennessee,Parts of State,
2020-11-05,Chattanooga State Community College,76.0,Republican,Tennessee,Parts of State,
2020-11-05,Christian Brothers University,81.0,Republican,Tennessee,Parts of State,
2020-11-05,Cleveland State Community College,58.0,Republican,Tennessee,Parts of State,
2020-11-05,Columbia State Community College,75.0,Republican,Tennessee,Parts of State,
2020-11-05,Cumberland University,134.0,Republican,Tennessee,Parts of State,
2020-11-05,Dyersburg State Community College,53.0,Republican,Tennessee,Parts of State,
2020-11-05,East Tennessee State University,331.0,Republican,Tennessee,Parts of State,
2020-11-05,Jackson State Community College,57.0,Republican,Tennessee,Parts of State,
2020-11-05,King University,87.0,Republican,Tennessee,Parts of State,
2020-11-05,Lane College,,Republican,Tennessee,Parts of State,
2020-11-05,LeMoyne-Owen College,,Republican,Tennessee,Parts of State,
2020-11-05,Lee University,,Republican,Tennessee,Parts of State,
2020-11-05,Lincoln Memorial University,98.0,Republican,Tennessee,Parts of State,
2020-11-05,Lipscomb University,119.0,Republican,Tennessee,Parts of State,
2020-11-05,Maryville College,2.0,Republican,Tennessee,Parts of State,
2020-11-05,Middle Tennessee State University,344.0,Republican,Tennessee,Parts of State,
2020-11-05,Milligan University,58.0,Republican,Tennessee,Parts of State,
2020-11-05,Motlow State Community College,40.0,Republican,Tennessee,Parts of State,
2020-11-05,Nashville State Community College,57.0,Republican,Tennessee,Parts of State,
2020-11-05,Northeast State Community College,82.0,Republican,Tennessee,Parts of State,
2020-11-05,Pellissippi State Community College,30.0,Republican,Tennessee,Parts of State,
2020-11-05,Rhodes College,7.0,Republican,Tennessee,Parts of State,
2020-11-05,Roane State Community College,76.0,Republican,Tennessee,Parts of State,
2020-11-05,Southern Adventist University,29.0,Republican,Tennessee,Parts of State,
2020-11-05,Southwest Tennessee Community College,92.0,Republican,Tennessee,Parts of State,
2020-11-05,Tennessee College of Applied Technology-Athens,7.0,Republican,Tennessee,Parts of State,
2020-11-05,Tennessee College of Applied Technology-Covington,9.0,Republican,Tennessee,Parts of State,
2020-11-05,Tennessee College of Applied Technology-Crossville,21.0,Republican,Tennessee,Parts of State,
2020-11-05,Tennessee College of Applied Technology-Crump,21.0,Republican,Tennessee,Parts of State,
2020-11-05,Tennessee College of Applied Technology-Dickson,44.0,Republican,Tennessee,Parts of State,
2020-11-05,Tennessee College of Applied Technology-Elizabethton,4.0,Republican,Tennessee,Parts of State,
2020-11-05,Tennessee College of Applied Technology-Harriman,13.0,Republican,Tennessee,Parts of State,
2020-11-05,Tennessee College of Applied Technology-Hartsville,4.0,Republican,Tennessee,Parts of State,
2020-11-05,Tennessee College of Applied Technology-Hohenwald,3.0,Republican,Tennessee,Parts of State,
2020-11-05,Tennessee College of Applied Technology-Jacksboro,10.0,Republican,Tennessee,Parts of State,
2020-11-05,Tennessee College of Applied Technology-Jackson,15.0,Republican,Tennessee,Parts of State,
2020-11-05,Tennessee College of Applied Technology-Knoxville,11.0,Republican,Tennessee,Parts of State,
2020-11-05,Tennessee College of Applied Technology-Livingston,18.0,Republican,Tennessee,Parts of State,
2020-11-05,Tennessee College of Applied Technology-McKenzie,11.0,Republican,Tennessee,Parts of State,
2020-11-05,Tennessee College of Applied Technology-McMinnville,10.0,Republican,Tennessee,Parts of State,
2020-11-05,Tennessee College of Applied Technology-Memphis,3.0,Republican,Tennessee,Parts of State,
2020-11-05,Tennessee College of Applied Technology-Morristown,17.0,Republican,Tennessee,Parts of State,
2020-11-05,Tennessee College of Applied Technology-Murfreesboro,24.0,Republican,Tennessee,Parts of State,
2020-11-05,Tennessee College of Applied Technology-Nashville,21.0,Republican,Tennessee,Parts of State,
2020-11-05,Tennessee College of Applied Technology-Newbern,18.0,Republican,Tennessee,Parts of State,
2020-11-05,Tennessee College of Applied Technology-Oneida/Huntsville,7.0,Republican,Tennessee,Parts of State,
2020-11-05,Tennessee College of Applied Technology-Paris,11.0,Republican,Tennessee,Parts of State,
2020-11-05,Tennessee College of Applied Technology-Pulaski,8.0,Republican,Tennessee,Parts of State,
2020-11-05,Tennessee College of Applied Technology-Ripley,18.0,Republican,Tennessee,Parts of State,
2020-11-05,Tennessee College of Applied Technology-Shelbyville,6.0,Republican,Tennessee,Parts of State,
2020-11-05,Tennessee College of Applied Technology-Whiteville,16.0,Republican,Tennessee,Parts of State,
2020-11-05,Tennessee State University,55.0,Republican,Tennessee,Parts of State,
2020-11-05,Tennessee Technological University,605.0,Republican,Tennessee,Parts of State,
2020-11-05,The University of the South,36.0,Republican,Tennessee,Parts of State,
2020-11-05,Trevecca Nazarene University,12.0,Republican,Tennessee,Parts of State,
2020-11-05,Tusculum University,5.0,Republican,Tennessee,Parts of State,
2020-11-05,Union University,62.0,Republican,Tennessee,Parts of State,
2020-11-05,University of Memphis,353.0,Republican,Tennessee,Parts of State,
2020-11-05,University of Tennessee Health Science Center,212.0,Republican,Tennessee,Parts of State,
2020-11-05,University of Tennessee at Chattanooga,682.0,Republican,Tennessee,Parts of State,
2020-11-05,University of Tennessee at Martin,361.0,Republican,Tennessee,Parts of State,
2020-11-05,"University of Tennessee, Knoxville",1820.0,Republican,Tennessee,Parts of State,
2020-11-05,Vanderbilt University,568.0,Republican,Tennessee,Parts of State,
2020-11-05,Volunteer State Community College,109.0,Republican,Tennessee,Parts of State,
2020-11-05,Walters State Community College,44.0,Republican,Tennessee,Parts of State,
2020-11-05,Abilene Christian University,297.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Angelo State University,178.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Austin College,87.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Austin Community College District,22.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Baylor University,1181.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Blinn College,243.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Brazosport College,1.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Collin College McKinney,89.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Concordia University Texas,6.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Dallas Baptist University,46.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,East Texas Baptist University,1.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Galveston College,3.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Grayson College,32.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Hardin-Simmons University,37.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Hill College,20.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Houston Baptist University,2.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Howard Payne University,,Republican,Texas,Entire State,7/3/2020
2020-11-05,Lamar University,217.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Laredo College,,Republican,Texas,Entire State,7/3/2020
2020-11-05,LeTourneau University,71.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Lubbock Christian University,25.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,McLennan Community College,129.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,McMurry University,66.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Midland College,22.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Midwestern State University,133.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Odessa College,75.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Prairie View A&M University,392.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Rice University,147.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Saint Edward's University,16.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Sam Houston State University,652.0,Republican,Texas,Entire State,7/3/2020
2020-11-05,Schreiner University,9.0,Republican,Texas,Entire State,7/3/2020
