date_cases,college,cases,Party,State,Masks Required?,Initial Mask Requirement Date
2020-11-05,Peru State College,111.0,Republican,Nebraska,Entire State (Employees Only),
2020-11-05,University of Nebraska Medical Center,20.0,Republican,Nebraska,Entire State (Employees Only),
2020-11-05,University of Nebraska at Kearney,224.0,Republican,Nebraska,Entire State (Employees Only),
2020-11-05,University of Nebraska at Omaha,270.0,Republican,Nebraska,Entire State (Employees Only),
2020-11-05,University of Nebraska-Lincoln,1203.0,Republican,Nebraska,Entire State (Employees Only),
2020-11-05,Wayne State College,185.0,Republican,Nebraska,Entire State (Employees Only),
2020-11-05,College of Southern Nevada,97.0,Democratic,Nevada,Entire State,6/25/2020
2020-11-05,Great Basin College,3.0,Democratic,Nevada,Entire State,6/25/2020
2020-11-05,Nevada State College,16.0,Democratic,Nevada,Entire State,6/25/2020
2020-11-05,Truckee Meadows Community College,25.0,Democratic,Nevada,Entire State,6/25/2020
2020-11-05,"University of Nevada, Las Vegas",325.0,Democratic,Nevada,Entire State,6/25/2020
2020-11-05,"University of Nevada, Reno",800.0,Democratic,Nevada,Entire State,6/25/2020
2020-11-05,Western Nevada College,14.0,Democratic,Nevada,Entire State,6/25/2020
2020-11-05,Colby-Sawyer College,2.0,Republican,New Hampshire,Parts of State,
2020-11-05,Dartmouth College,23.0,Republican,New Hampshire,Parts of State,
2020-11-05,Franklin Pierce University,22.0,Republican,New Hampshire,Parts of State,
2020-11-05,Granite State College,0.0,Republican,New Hampshire,Parts of State,
2020-11-05,Great Bay Community College,1.0,Republican,New Hampshire,Parts of State,
2020-11-05,Keene State College,13.0,Republican,New Hampshire,Parts of State,
2020-11-05,Lakes Region Community College,2.0,Republican,New Hampshire,Parts of State,
2020-11-05,NHTI-Concord's Community College,1.0,Republican,New Hampshire,Parts of State,
2020-11-05,Nashua Community College,2.0,Republican,New Hampshire,Parts of State,
2020-11-05,New England College,19.0,Republican,New Hampshire,Parts of State,
2020-11-05,Plymouth State University,26.0,Republican,New Hampshire,Parts of State,
2020-11-05,Rivier University,8.0,Republican,New Hampshire,Parts of State,
2020-11-05,Saint Anselm College,24.0,Republican,New Hampshire,Parts of State,
2020-11-05,Southern New Hampshire University,0.0,Republican,New Hampshire,Parts of State,
2020-11-05,University of New Hampshire,275.0,Republican,New Hampshire,Parts of State,
2020-11-05,Bloomfield College,15.0,Democratic,New Jersey,Entire State,4/10/2020
2020-11-05,Caldwell University,1.0,Democratic,New Jersey,Entire State,4/10/2020
2020-11-05,Centenary University,1.0,Democratic,New Jersey,Entire State,4/10/2020
2020-11-05,College of Saint Elizabeth,5.0,Democratic,New Jersey,Entire State,4/10/2020
2020-11-05,Drew University,1.0,Democratic,New Jersey,Entire State,4/10/2020
2020-11-05,Fairleigh Dickinson University,9.0,Democratic,New Jersey,Entire State,4/10/2020
2020-11-05,Fairleigh Dickinson University Florham,7.0,Democratic,New Jersey,Entire State,4/10/2020
2020-11-05,Felician University,1.0,Democratic,New Jersey,Entire State,4/10/2020
2020-11-05,Georgian Court University,25.0,Democratic,New Jersey,Entire State,4/10/2020
2020-11-05,Kean University,28.0,Democratic,New Jersey,Entire State,4/10/2020
2020-11-05,Monmouth University,390.0,Democratic,New Jersey,Entire State,4/10/2020
2020-11-05,Montclair State University,83.0,Democratic,New Jersey,Entire State,4/10/2020
2020-11-05,New Jersey City University,2.0,Democratic,New Jersey,Entire State,4/10/2020
2020-11-05,New Jersey Institute of Technology,18.0,Democratic,New Jersey,Entire State,4/10/2020
2020-11-05,Princeton University,88.0,Democratic,New Jersey,Entire State,4/10/2020
2020-11-05,Ramapo College of New Jersey,21.0,Democratic,New Jersey,Entire State,4/10/2020
2020-11-05,Rider University,19.0,Democratic,New Jersey,Entire State,4/10/2020
2020-11-05,Rowan University,673.0,Democratic,New Jersey,Entire State,4/10/2020
2020-11-05,Rutgers University,396.0,Democratic,New Jersey,Entire State,4/10/2020
2020-11-05,Saint Peter's University,6.0,Democratic,New Jersey,Entire State,4/10/2020
2020-11-05,Seton Hall University,48.0,Democratic,New Jersey,Entire State,4/10/2020
2020-11-05,Stevens Institute of Technology,36.0,Democratic,New Jersey,Entire State,4/10/2020
2020-11-05,Stockton University,143.0,Democratic,New Jersey,Entire State,4/10/2020
2020-11-05,The College of New Jersey,3.0,Democratic,New Jersey,Entire State,4/10/2020
2020-11-05,Thomas Edison State University,,Democratic,New Jersey,Entire State,4/10/2020
2020-11-05,William Paterson University,23.0,Democratic,New Jersey,Entire State,4/10/2020
2020-11-05,Eastern New Mexico University,24.0,Democratic,New Mexico,Entire State,5/15/2020
2020-11-05,Institute of American Indian Arts,0.0,Democratic,New Mexico,Entire State,5/15/2020
2020-11-05,Navajo Technical University,1.0,Democratic,New Mexico,Entire State,5/15/2020
2020-11-05,New Mexico Highlands University,10.0,Democratic,New Mexico,Entire State,5/15/2020
2020-11-05,New Mexico Institute of Mining and Technology,6.0,Democratic,New Mexico,Entire State,5/15/2020
2020-11-05,New Mexico Military Institute,8.0,Democratic,New Mexico,Entire State,5/15/2020
2020-11-05,New Mexico State University,226.0,Democratic,New Mexico,Entire State,5/15/2020
2020-11-05,Northern New Mexico College,0.0,Democratic,New Mexico,Entire State,5/15/2020
2020-11-05,San Juan College,10.0,Democratic,New Mexico,Entire State,5/15/2020
2020-11-05,Santa Fe Community College,7.0,Democratic,New Mexico,Entire State,5/15/2020
2020-11-05,University of New Mexico,136.0,Democratic,New Mexico,Entire State,5/15/2020
2020-11-05,Western New Mexico University,37.0,Democratic,New Mexico,Entire State,5/15/2020
2020-11-05,Adelphi University,31.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Adirondack Community College,3.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Albany College of Pharmacy and Health Sciences,1.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Albany Medical College,1.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Alfred University,18.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Bard College,1.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Barnard College,2.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Bryant & Stratton College,3.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,CUNY Baruch College,32.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,CUNY Borough of Manhattan Community College,22.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,CUNY Bronx Community College,12.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,CUNY Brooklyn College,25.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,CUNY City College of New York,24.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,CUNY College of Staten Island,7.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,CUNY Guttman Community College,1.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,CUNY Hostos Community College,1.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,CUNY Hunter College,58.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,CUNY John Jay College of Criminal Justice,6.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,CUNY Kingsborough Community College,8.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,CUNY LaGuardia Community College,37.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,CUNY Lehman College,8.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,CUNY Medgar Evers College,2.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,CUNY New York City College of Technology,10.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,CUNY Queens College,19.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,CUNY Queensborough Community College,6.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,CUNY School of Law,0.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,CUNY York College,35.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Canisius College,50.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Cazenovia College,4.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Clarkson University,8.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Clinton Community College,1.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Colgate University,51.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,College of Mount Saint Vincent,8.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Columbia University,98.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Columbia-Greene Community College,3.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Concordia College New York,11.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Cornell University,185.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,D'Youville College,20.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Daemen College,15.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Dominican College,2.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Dutchess Community College,8.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Elmira College,167.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Erie Community College,19.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Farmingdale State College,45.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Fashion Institute of Technology,14.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Finger Lakes Community College,9.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Fordham University,57.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Fulton-Montgomery Community College,3.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Genesee Community College,9.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Hamilton College,7.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Hartwick College,31.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Herkimer County Community College,6.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Hilbert College,1.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Hobart William Smith Colleges,39.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Hofstra University,121.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Houghton College,1.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Hudson Valley Community College,22.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Iona College,102.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Ithaca College,36.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Jamestown Community College,14.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Keuka College,119.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Le Moyne College,34.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Long Island University,106.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Manhattan College,31.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Manhattanville College,4.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Marist College,54.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Marymount Manhattan College,2.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Medaille College,43.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Mercy College,32.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Mohawk Valley Community College,4.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Molloy College,29.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Monroe College,18.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Monroe Community College,66.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Mount Saint Mary College,20.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Nassau Community College,40.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Nazareth College,58.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,New York Chiropractic College,4.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,New York Institute of Technology,5.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,New York Medical College,7.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,New York University,455.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Niagara County Community College,26.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Niagara University,35.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Nyack College,3.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Onondaga Community College,28.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Orange County Community College,10.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Pace University,84.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Paul Smiths College,0.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Pratt Institute,4.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Rensselaer Polytechnic Institute,9.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Roberts Wesleyan College,9.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Rochester Institute of Technology,31.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Rockland Community College,7.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Russell Sage College,2.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,SUNY Albany,191.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,SUNY Alfred State College of Technology,42.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,SUNY Binghamton,266.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,SUNY Brockport,29.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,SUNY Broome Community College,28.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,SUNY Buffalo State,64.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,SUNY Canton,5.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,SUNY Cobleskill,15.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,SUNY College at Potsdam,17.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,SUNY College of Environmental Science and Forestry,4.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,SUNY College of Optometry,17.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,SUNY Corning Community College,21.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,SUNY Cortland,598.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,SUNY Delhi,16.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,SUNY Downstate Health Sciences University,81.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,SUNY Empire State College,27.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,SUNY Geneseo,56.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,SUNY Maritime College,35.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,SUNY Morrisville,33.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,SUNY New Paltz,52.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,SUNY Old Westbury,25.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,SUNY Oneonta,730.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,SUNY Oswego,295.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,SUNY Plattsburgh,42.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,SUNY Polytechnic Institute,4.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,SUNY Purchase College,30.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,SUNY University at Buffalo,249.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,SUNY Westchester Community College,66.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,SUNY at Fredonia,151.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Sarah Lawrence College,5.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Schenectady County Community College,5.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Siena College,84.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Skidmore College,7.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,St. Bonaventure University,17.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,St. Francis College,3.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,St. John Fisher College,101.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,St. John's University,36.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,St. Joseph's College Long Island,6.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,St. Joseph's College New York,5.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,St. Lawrence University,3.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,St. Thomas Aquinas College,18.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Stony Brook University,524.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Suffolk County Community College,135.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Syracuse University,257.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,The College of Saint Rose,4.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,"The Graduate Center, CUNY",2.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,The New School,3.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Tompkins Cortland Community College,18.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Touro College,17.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Trocaire College,6.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Ulster County Community College,2.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Union College,12.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,United States Merchant Marine Academy,3.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,United States Military Academy West Point,109.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,University of Rochester,37.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Upstate Medical University,83.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Utica College,21.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Vassar College,38.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Wagner College,17.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Weill Cornell Medical College,4.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Wells College,0.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Yeshiva University,5.0,Democratic,New York,Entire State,4/15/2020
2020-11-05,Appalachian State University,1115.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Barton College,108.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Belmont Abbey College,63.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Brevard College,15.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Campbell University,102.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Carolinas College of Health Sciences,4.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Catawba College,24.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Chowan University,5.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Davidson College,29.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Duke University,191.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Durham Technical Community College,4.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,East Carolina University,1434.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Elizabeth City State University,58.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Elon University,701.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Fayetteville State University,129.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Gardner-Webb University,124.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Greensboro College,28.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Guilford College,28.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,High Point University,153.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Johnson & Wales University-Charlotte,5.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Johnson C Smith University,1.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Lees-McRae College ,22.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Lenoir-Rhyne University,36.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Livingstone College,,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Mars Hill University,21.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Meredith College,53.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Methodist University,37.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Montreat College,27.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,North Carolina A&T State University,253.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,North Carolina Central University,88.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,North Carolina State University,1227.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,North Carolina Wesleyan College,41.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Pfeiffer University,43.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Queens University of Charlotte,0.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Saint Augustine's University,,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Salem College,0.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Shaw University,20.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,University of Mount Olive,44.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,University of North Carolina Asheville,23.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,University of North Carolina School of the Arts,15.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,University of North Carolina Wilmington,675.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,University of North Carolina at Chapel Hill,1309.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,University of North Carolina at Charlotte,526.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,University of North Carolina at Greensboro,200.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,University of North Carolina at Pembroke,398.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Wake Forest University,378.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Wake Technical Community College,39.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Warren Wilson College,1.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Western Carolina University,337.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,William Peace University,23.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Wingate University,82.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Winston-Salem State University,57.0,Democratic,North Carolina,Entire State,6/26/2020
2020-11-05,Bismarck State College,161.0,Republican,North Dakota,Parts of State,
2020-11-05,Dakota College at Bottineau,46.0,Republican,North Dakota,Parts of State,
2020-11-05,Dickinson State University,96.0,Republican,North Dakota,Parts of State,
2020-11-05,Lake Region State College,42.0,Republican,North Dakota,Parts of State,
2020-11-05,Mayville State University,28.0,Republican,North Dakota,Parts of State,
2020-11-05,Minot State University,369.0,Republican,North Dakota,Parts of State,
2020-11-05,North Dakota State College of Science,122.0,Republican,North Dakota,Parts of State,
2020-11-05,North Dakota State University,504.0,Republican,North Dakota,Parts of State,
2020-11-05,Nueta Hidatsa Sahnish College,,Republican,North Dakota,Parts of State,
2020-11-05,Sitting Bull College,12.0,Republican,North Dakota,Parts of State,
2020-11-05,University of Mary,,Republican,North Dakota,Parts of State,
2020-11-05,University of North Dakota,1356.0,Republican,North Dakota,Parts of State,
2020-11-05,Valley City State University,49.0,Republican,North Dakota,Parts of State,
2020-11-05,Williston State College,104.0,Republican,North Dakota,Parts of State,
2020-11-05,Air Force Institute of Technology-Graduate School of Engineering & Management,,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Ashland University,40.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Baldwin Wallace University,53.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Bluffton University,2.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Bowling Green State University,555.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Bowling Green State University Firelands,4.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Capital University,6.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Case Western Reserve University,62.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Cedarville University,28.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Central State University,23.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Clark State Community College,,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Cleveland State University,8.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Columbus College of Art and Design,1.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Cuyahoga Community College District,19.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Defiance College,69.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Denison University,10.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Franciscan University of Steubenville,27.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Heidelberg University,65.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Hiram College,13.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,John Carroll University,122.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Kent State University,404.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Kent State University Geauga Campus,0.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Kent State University at Ashtabula,0.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Kent State University at East Liverpool,0.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Kent State University at Salem,0.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Kent State University at Stark,0.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Kent State University at Trumbull,0.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Kent State University at Tuscarawas,0.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Kenyon College,1.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Lake Erie College,15.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Lorain County Community College,0.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Malone University,33.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Marietta College,53.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Miami University (Ohio),2248.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Mount Saint Joseph University,12.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Muskingum University,5.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,North Central State College,,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Northeast Ohio Medical University,12.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Notre Dame College,23.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Oberlin College,19.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Ohio Dominican University,81.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Ohio Northern University,51.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Ohio State University,3711.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Ohio University,604.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Ohio University-Chillicothe,1.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Ohio University-Eastern,1.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Ohio University-Lancaster,1.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Ohio University-Southern ,5.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Ohio University-Zanesville ,4.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Ohio Wesleyan University,125.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Otterbein University,73.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Shawnee State University,47.0,Republican,Ohio,Entire State,7/23/2020
2020-11-05,Sinclair Community College,24.0,Republican,Ohio,Entire State,7/23/2020
